Voluntary Event ID,Bank Event ID,Depository Event ID,Depository,Security Name,Security Code,CUSIP,ISIN,SEDOL,Jurisdiction,Event Type,Offeror,New/Update Indicator,Event Status,Input Date,Release Date,Reorg Expiry Date,Issuer Expiry Date,Expiry Time,Special Handling Code,Publishing Officer,Processing Officer,Reviewer,Announcement Hyperlink,DSNet Published Flag,REOR Created Flag,TradeLink Available Flag,ServiceLink Instructions Flag,Number of Holders,Total Holdings,Tendered Shares,Number of Instructions,Over-Election Flag,Oversubscription Flag,Documentation Required Flag,Dutch Auction Flag,Concurrent Event Flag,Physical Certificate Required Flag,Final Status
VES-030123,BNK-0600123,DEP-09000123,Euroclear,Ironbridge Resources NV,S472726,I8OKQ4R2E,USI8OKQ4R2E2,VSR15NX,Canada,Warrant Exercise,Ironclad Investments,New,Closed,2025-07-04,2025-07-06,2025-07-14,2025-07-16,12:00 ET,TIME-SENS,P. Officer D,Pr. Officer C,Rev A,https://internal.example/ann/30123,Y,Y,Y,N,2498,7166762,3935894,146,N,N,N,N,N,N,Completed
VES-030124,BNK-0600124,DEP-09000124,DTC,Westmark Communications Inc,S571551,VXFZTXI76,CAVXFZTXI763,G6W6ZBW,United Kingdom,Cease Trade Notice,Capstone Holdings,Update,Cancelled,2026-01-19,2026-01-20,2026-01-28,2026-01-30,17:00 ET,,P. Officer A,Pr. Officer C,Rev A,https://internal.example/ann/30124,N,N,Y,Y,3142,8225756,6632642,2306,N,N,Y,N,N,N,Cancelled
VES-030125,BNK-0600125,DEP-09000125,DTC,Aldergrove Holdings AG,S962876,LSYULWI29,USLSYULWI294,BFF4LFS,Cayman Islands,Monthly Redemption Privilege,Whitewater Group,New,Released,2026-03-08,2026-03-08,2026-04-01,2026-04-03,20:00 ET,DUAL-DEPO,P. Officer A,Pr. Officer A,Rev A,https://internal.example/ann/30125,Y,Y,Y,N,2171,258349,38657,1255,N,N,N,N,N,N,Released
VES-030126,BNK-0600126,DEP-09000126,I&TS,Harborlight Aerospace Inc,S271586,ZM2NGCQVP,CAZM2NGCQVP3,V7VJ9MQ,Canada,Annual Redemption Privilege,Issuer Itself,Update,Released,2025-09-02,2025-09-03,2025-10-04,2025-10-06,18:00 ET,BR-MISMATCH,P. Officer D,Pr. Officer D,Rev C,https://internal.example/ann/30126,Y,Y,Y,Y,748,1798192,599234,337,N,N,N,N,N,N,Released
VES-030127,BNK-0600127,DEP-09000127,Euroclear,Cedarwood Resources SE,S016798,NIM4FYJ1L,BMNIM4FYJ1L8,MBTJW2S,United States,Odd Lot Offer,Stonecrest Partners,Update,Released,2025-06-25,2025-06-27,2025-07-30,2025-08-01,18:00 ET,DUAL-DEPO,P. Officer B,Pr. Officer B,Rev A,https://internal.example/ann/30127,Y,Y,N,N,3456,10243584,1917891,1850,N,N,N,N,N,N,Released
VES-030128,BNK-0600128,DEP-09000128,CDS,Evergreen Holdings NV,S369665,XVJ067O1D,CAXVJ067O1D4,CV67SBT,Canada,Annual Redemption Privilege,Hightower Holdings,New,Pending,2025-09-24,2025-09-26,2025-10-26,2025-10-28,20:00 ET,EXP-EXTN,P. Officer D,Pr. Officer C,Rev B,https://internal.example/ann/30128,N,N,Y,N,2252,747664,298943,2249,N,N,N,N,N,Y,Pending
VES-030129,BNK-0600129,DEP-09000129,CDS,Zephyr Energy plc,S442368,88CJZY7SJ,US88CJZY7SJ5,N4297G1,Cayman Islands,Exchange Offer,Ridgepoint Capital,Update,Released,2025-07-26,2025-07-27,2025-08-18,2025-08-20,12:00 ET,DUAL-DEPO,P. Officer B,Pr. Officer C,Rev B,https://internal.example/ann/30129,Y,Y,N,N,431,910703,443838,100,N,N,Y,N,N,N,Released
VES-030130,BNK-0600130,DEP-09000130,Euroclear,Evergreen Communications AG,S771436,1WTM0Q9K8,GB1WTM0Q9K87,GFM2M2V,Cayman Islands,Warrant Exercise,Northbridge Strategic,New,Closed,2026-04-06,2026-04-08,2026-04-25,2026-04-27,17:00 ET,EXP-EXTN,P. Officer D,Pr. Officer C,Rev C,https://internal.example/ann/30130,Y,Y,Y,N,1415,5163335,790998,12,N,N,Y,N,N,N,Completed
VES-030131,BNK-0600131,DEP-09000131,Euroclear,Aldergrove Capital Ltd,S028611,HCTD25I0Y,BMHCTD25I0Y7,2TDRVMN,United Kingdom,Consent Exchange Offer,Kingfisher Capital,New,Closed,2025-11-01,2025-11-02,2025-11-20,2025-11-22,20:00 ET,,P. Officer B,Pr. Officer B,Rev B,https://internal.example/ann/30131,Y,Y,N,Y,1739,8115913,1711737,84,Y,N,N,N,N,N,Completed
VES-030132,BNK-0600132,DEP-09000132,DTC,Westmark Bank NV,S883721,MX4MUPO3Z,GBMX4MUPO3Z9,KWN2Q2L,United States,Consent Solicitation,Hightower Holdings,New,Released,2026-04-28,2026-04-29,2026-05-26,2026-05-28,17:00 ET,,P. Officer B,Pr. Officer D,Rev B,https://internal.example/ann/30132,Y,Y,Y,N,1856,1460672,1207125,1784,N,N,N,N,Y,N,Released
VES-030133,BNK-0600133,DEP-09000133,CDS,Cedarwood Resources plc,S016773,YPFVBESJE,KYYPFVBESJE9,L678WMN,Canada,Consent Solicitation,Kingfisher Capital,Update,Pending,2026-05-13,2026-05-15,2026-06-04,2026-06-06,18:00 ET,EXP-EXTN,P. Officer C,Pr. Officer A,Rev A,https://internal.example/ann/30133,N,N,Y,Y,632,186440,145080,363,N,N,N,N,N,N,Pending
VES-030134,BNK-0600134,DEP-09000134,CDS,Quartz Peak Technology Corp,S260606,YW3XFMU6L,KYYW3XFMU6L5,GLD6ZD2,Bermuda,Early Tender Offer,Capstone Holdings,New,Released,2025-09-26,2025-09-28,2025-10-14,2025-10-16,18:00 ET,DOC-HEAVY,P. Officer C,Pr. Officer B,Rev C,https://internal.example/ann/30134,Y,Y,Y,N,3009,12652845,4120459,1539,N,N,N,N,N,N,Released
VES-030135,BNK-0600135,DEP-09000135,I&TS,Evergreen Resources SA,S975462,9H1OJJ39V,BM9H1OJJ39V9,ZZQPH3R,United States,Exchange Offer,Ironclad Investments,New,Released,2026-04-17,2026-04-17,2026-05-02,2026-05-04,12:00 ET,EXP-EXTN,P. Officer D,Pr. Officer B,Rev C,https://internal.example/ann/30135,Y,Y,Y,N,1142,1481174,964692,712,N,N,N,N,N,N,Released
VES-030136,BNK-0600136,DEP-09000136,Euroclear,Doverpoint Logistics SE,S477620,65E1CH6RA,GB65E1CH6RA3,VD35GZV,Canada,Cease Trade Notice,Ridgepoint Capital,New,Released,2025-07-28,2025-07-28,2025-08-08,2025-08-10,20:00 ET,BR-MISMATCH,P. Officer A,Pr. Officer A,Rev B,https://internal.example/ann/30136,Y,Y,Y,Y,0,0,0,0,N,N,N,N,N,N,Released
VES-030137,BNK-0600137,DEP-09000137,CDS,Quartz Peak Technology Corp,S260606,YW3XFMU6L,KYYW3XFMU6L5,GLD6ZD2,Bermuda,Mini-Tender,Whitewater Group,Update,Released,2025-11-12,2025-11-12,2025-11-26,2025-11-28,20:00 ET,DOC-HEAVY,P. Officer A,Pr. Officer D,Rev B,https://internal.example/ann/30137,Y,Y,Y,Y,1521,3791853,2776320,986,N,Y,N,N,N,N,Released
VES-030138,BNK-0600138,DEP-09000138,DTC,Ironbridge Bio AG,S037639,RBSOBVMN5,KYRBSOBVMN59,ZN7JLT2,United States,Warrant Redemption,Capstone Holdings,New,Released,2026-02-24,2026-02-24,2026-03-12,2026-03-14,18:00 ET,EXP-EXTN,P. Officer C,Pr. Officer A,Rev A,https://internal.example/ann/30138,Y,Y,Y,Y,975,67275,52924,625,N,N,N,N,N,N,Released
VES-030139,BNK-0600139,DEP-09000139,I&TS,Ironbridge Trust Ltd,S233668,TUTZBQQBM,BMTUTZBQQBM4,3C490TL,Canada,Consent Exchange Offer,Blackstar Holdings,New,Closed,2026-03-22,2026-03-22,2026-04-15,2026-04-17,17:00 ET,TIME-SENS,P. Officer A,Pr. Officer C,Rev B,https://internal.example/ann/30139,Y,Y,Y,Y,702,2851524,521693,362,N,N,N,N,N,N,Completed
VES-030140,BNK-0600140,DEP-09000140,I&TS,Kestrel Properties SA,S204493,51Z8MX6JB,GB51Z8MX6JB9,2BZL536,Cayman Islands,Consent Solicitation,Kingfisher Capital,Update,Closed,2026-03-06,2026-03-07,2026-04-06,2026-04-08,12:00 ET,DOC-HEAVY,P. Officer D,Pr. Officer B,Rev C,https://internal.example/ann/30140,Y,Y,Y,N,1110,2941500,210369,649,N,N,Y,N,N,N,Completed
VES-030141,BNK-0600141,DEP-09000141,Euroclear,Juniper Resources AG,S873587,H9GTF85MN,GBH9GTF85MN0,YXW8L2Y,Canada,Monthly Redemption Privilege,Stonecrest Partners,New,Pending,2025-06-04,2025-06-06,2025-06-27,2025-06-29,12:00 ET,EXP-EXTN,P. Officer A,Pr. Officer B,Rev B,https://internal.example/ann/30141,N,N,Y,N,2499,4193322,3265147,428,N,N,N,N,N,N,Pending
VES-030142,BNK-0600142,DEP-09000142,Euroclear,Evergreen Holdings Ltd,S623726,J38QTE4MI,BMJ38QTE4MI3,74GVLZR,Cayman Islands,Odd Lot Offer,Hightower Holdings,Update,On Hold,2025-10-25,2025-10-25,2025-11-24,2025-11-26,20:00 ET,TIME-SENS,P. Officer C,Pr. Officer C,Rev A,https://internal.example/ann/30142,N,N,N,Y,1555,3595160,2575817,771,N,N,N,N,N,N,On Hold
VES-030143,BNK-0600143,DEP-09000143,CDS,Zephyr Logistics plc,S462195,YSTBFXPUK,CAYSTBFXPUK3,4DS918Q,United States,Warrant Exercise,Greylock Acquisition,New,Cancelled,2025-09-25,2025-09-25,2025-11-01,2025-11-03,18:00 ET,TIME-SENS,P. Officer C,Pr. Officer B,Rev B,https://internal.example/ann/30143,N,N,N,N,1228,2457228,1153100,520,Y,N,N,N,N,N,Cancelled
VES-030144,BNK-0600144,DEP-09000144,CDS,Fairhaven Logistics AG,S951288,EKLS5ZYG2,CAEKLS5ZYG24,V78K3CX,Bermuda,Warrant Exercise,Hightower Holdings,New,Released,2026-03-05,2026-03-05,2026-04-07,2026-04-09,17:00 ET,,P. Officer A,Pr. Officer C,Rev A,https://internal.example/ann/30144,Y,Y,N,N,2008,883520,644907,1761,N,N,Y,N,N,N,Released
VES-030145,BNK-0600145,DEP-09000145,CDS,Zephyr Logistics plc,S462195,YSTBFXPUK,CAYSTBFXPUK3,4DS918Q,United States,Tender Offer,Beacon Acquisition Corp,Update,Closed,2026-03-26,2026-03-26,2026-04-27,2026-04-29,18:00 ET,BR-MISMATCH,P. Officer B,Pr. Officer A,Rev B,https://internal.example/ann/30145,Y,Y,Y,Y,3258,10552662,7477183,69,N,N,N,N,N,N,Completed
VES-030146,BNK-0600146,DEP-09000146,Euroclear,Westmark Mining SE,S470459,MPXVBOQDE,KYMPXVBOQDE2,QT17Y5N,United Kingdom,Rights Offering,Ironclad Investments,New,Released,2025-11-16,2025-11-18,2025-12-18,2025-12-20,17:00 ET,BR-MISMATCH,P. Officer C,Pr. Officer A,Rev B,https://internal.example/ann/30146,Y,Y,Y,Y,1883,5922035,1810976,1875,Y,N,N,N,N,N,Released
VES-030147,BNK-0600147,DEP-09000147,DTC,Cedarwood Logistics Ltd,S427498,4K56TL7AF,CA4K56TL7AF0,LCKZQXG,United States,Monthly Redemption Privilege,Greylock Acquisition,New,Released,2025-06-05,2025-06-05,2025-06-24,2025-06-26,12:00 ET,DOC-HEAVY,P. Officer B,Pr. Officer B,Rev B,https://internal.example/ann/30147,Y,Y,Y,Y,3205,6214495,280244,2346,N,N,N,N,N,N,Released
VES-030148,BNK-0600148,DEP-09000148,I&TS,Oakhill Trust SA,S432221,AYUUHZS0P,CAAYUUHZS0P3,BQ4M2QQ,United States,Rights Offering,Beacon Acquisition Corp,New,Closed,2026-05-03,2026-05-05,2026-06-06,2026-06-08,23:59 ET,EXP-EXTN,P. Officer C,Pr. Officer A,Rev B,https://internal.example/ann/30148,Y,Y,Y,N,1560,801840,93084,439,N,N,Y,N,N,N,Completed
VES-030149,BNK-0600149,DEP-09000149,Euroclear,Verdant Resources Ltd,S932609,LD5IW7BC9,GBLD5IW7BC93,C912K52,United Kingdom,Dutch Auction,Blackstar Holdings,Update,Released,2026-02-13,2026-02-13,2026-02-28,2026-03-02,23:59 ET,TIME-SENS,P. Officer D,Pr. Officer C,Rev B,https://internal.example/ann/30149,Y,Y,Y,Y,3178,4461912,1596250,3102,N,N,N,Y,N,N,Released
VES-030150,BNK-0600150,DEP-09000150,CDS,Verdant Energy Corp,S709794,GQL3ARI8Z,KYGQL3ARI8Z4,ZK2K3T9,United States,Tender Offer,Hightower Holdings,New,Cancelled,2025-09-17,2025-09-19,2025-09-28,2025-09-30,20:00 ET,TIME-SENS,P. Officer D,Pr. Officer D,Rev B,https://internal.example/ann/30150,N,N,Y,Y,3401,14869172,4754929,1848,N,N,N,N,N,N,Cancelled
