Bulletin Review ID,Review Date,Previous Business Date,Depository,Bulletin ID,Depository Event ID,Report Type,Event Type,Sub Event Type,Release Type,CA Type,Security Name,Security Code,CUSIP,ISIN,SEDOL,Holder Check Performed Flag,Holder Check System,Holder Count,No Holders Flag,No Security Code Flag,Added To VES Flag,Added To No Holders Report Flag,Existing VES Record Flag,VES Status,VES New/Update Indicator,Input Date Updated Flag,Extension Required Flag,Update Required Flag,FIO Flag,TNA Flag,Forwarded To Processing Officer Flag,Forwarded To Publishing Officer Flag,Forwarded To Shareholder Services Flag,Routed To Mandatory Team Flag,Comment,Font Colour Indicator,Email Distribution Required Flag
BR-0080147,2025-05-29,2025-05-28,DTC,BUL-DTC-222481,DEP-09000077,Declared Payable Redemptions,Consent Solicitation,,Final,,Glenmoor Holdings plc,S401117,HMWNR09HK,CAHMWNR09HK6,QRB00DH,Y,RCM,3232,N,N,Y,N,N,Closed,New,N,N,N,N,N,Y,Y,N,N,,Blue,N
BR-0080148,2025-06-12,2025-06-11,DTC,BUL-DTC-836807,DEP-09000077,RPA Updated with Position,Consent Solicitation,,Final,,Glenmoor Holdings plc,S401117,HMWNR09HK,CAHMWNR09HK6,QRB00DH,Y,Broadridge,3232,N,N,N,N,Y,Closed,Update,N,N,Y,N,N,Y,Y,N,N,Concurrent event flagged for procedure review.,Red,N
BR-0080149,2025-06-11,2025-06-10,DTC,BUL-DTC-840272,DEP-09000077,Declared Payable Redemptions,Consent Solicitation,,Final,,Glenmoor Holdings plc,S401117,HMWNR09HK,CAHMWNR09HK6,QRB00DH,Y,DSNet,3231,N,N,N,N,Y,Closed,Update,N,N,Y,N,N,Y,Y,N,N,Update reflects revised expiry from depository.,Blue,Y
BR-0080150,2025-08-31,2025-08-30,I&TS,BUL-I&TS-966252,DEP-09000078,PDF Binder,Consent Solicitation,,Final,,Aldergrove Bank Inc,S821591,W9DJSSI40,CAW9DJSSI403,9TP23Z2,Y,Broadridge,3169,N,N,Y,N,N,Pending,New,N,N,N,N,N,Y,Y,N,N,Update reflects revised expiry from depository.,Blue,Y
BR-0080151,2025-09-13,2025-09-12,I&TS,BUL-I&TS-697767,DEP-09000078,Excel Conversion,Consent Solicitation,,Final,,Aldergrove Bank Inc,S821591,W9DJSSI40,CAW9DJSSI403,9TP23Z2,Y,DSNet,3171,N,N,N,N,Y,Pending,Update,N,N,Y,N,N,Y,Y,N,N,Concurrent event flagged for procedure review.,Blue,N
BR-0080152,2025-07-26,2025-07-25,I&TS,BUL-I&TS-666187,DEP-09000079,Excel Conversion,Consent Exchange Offer,,Final,,Ironbridge Trust NV,S385221,BMK2E1CAW,BMBMK2E1CAW1,C0XKSMY,Y,RCM,1439,N,N,Y,N,N,Released,New,N,N,N,N,N,Y,Y,N,N,,Black,N
BR-0080153,2025-08-04,2025-08-03,I&TS,BUL-I&TS-645721,DEP-09000079,Macro-Created Report,Consent Exchange Offer,,Update,,Ironbridge Trust NV,S385221,BMK2E1CAW,BMBMK2E1CAW1,C0XKSMY,Y,REOR,1442,N,N,N,N,Y,Released,Update,N,Y,Y,N,N,Y,Y,Y,N,,Black,Y
BR-0080154,2025-07-28,2025-07-27,I&TS,BUL-I&TS-710875,DEP-09000079,Email Attachment,Consent Exchange Offer,,Initial,,Ironbridge Trust NV,S385221,BMK2E1CAW,BMBMK2E1CAW1,C0XKSMY,Y,DSNet,1435,N,N,N,N,Y,Released,Update,N,Y,Y,N,N,Y,Y,N,N,Document package received from offeror.,Black,N
BR-0080155,2026-03-31,2026-03-30,CDS,BUL-CDS-272937,DEP-09000080,CDS Daily Bulletin,Cease Trade Notice,,Update,G,Umbra Resources plc,S786039,3Z4Y3B2QG,CA3Z4Y3B2QG6,7R0KSCF,Y,DSNet,3492,N,N,N,N,N,Cancelled,New,N,N,N,N,N,Y,Y,N,N,Holder check confirms population.,Black,N
BR-0080156,2025-12-20,2025-12-19,I&TS,BUL-I&TS-809600,DEP-09000081,Macro-Created Report,Mini-Tender,,Update,,Oakhill Bank AG,S689913,DXGC9J90G,BMDXGC9J90G0,KN8H478,Y,DSNet,2046,N,N,Y,N,N,Closed,New,N,N,N,N,N,Y,Y,N,N,Holder check confirms population.,Black,Y
BR-0080157,2026-01-04,2026-01-03,I&TS,BUL-I&TS-758996,DEP-09000081,Macro-Created Report,Mini-Tender,,Final,,Oakhill Bank AG,S689913,DXGC9J90G,BMDXGC9J90G0,KN8H478,Y,RCM,2043,N,N,N,N,Y,Closed,Update,N,N,Y,N,N,Y,Y,N,N,Concurrent event flagged for procedure review.,Green,Y
BR-0080158,2025-12-30,2025-12-29,I&TS,BUL-I&TS-975078,DEP-09000081,PDF Binder,Mini-Tender,,Initial,,Oakhill Bank AG,S689913,DXGC9J90G,BMDXGC9J90G0,KN8H478,Y,DSNet,2045,N,N,N,N,Y,Closed,Update,N,N,Y,N,N,Y,Y,N,N,Holder check confirms population.,Green,N
BR-0080159,2025-10-27,2025-10-26,Euroclear,BUL-Euroclear-776091,DEP-09000082,Euroclear Daily Notice,Consent Solicitation,,Initial,,Evergreen Holdings plc,S017543,02WA2TS4W,KY02WA2TS4W4,BMQDLR4,Y,RCM,454,N,N,Y,N,N,Released,New,N,N,N,Y,N,Y,Y,N,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Green,Y
BR-0080160,2025-11-08,2025-11-07,Euroclear,BUL-Euroclear-513711,DEP-09000082,Euroclear Daily Notice,Consent Solicitation,,Initial,,Evergreen Holdings plc,S017543,02WA2TS4W,KY02WA2TS4W4,BMQDLR4,Y,RCM,454,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,Document package received from offeror.,Blue,N
BR-0080161,2025-11-02,2025-11-01,Euroclear,BUL-Euroclear-868512,DEP-09000082,Euroclear Daily Notice,Consent Solicitation,,Update,,Evergreen Holdings plc,S017543,02WA2TS4W,KY02WA2TS4W4,BMQDLR4,Y,REOR,453,N,N,N,N,Y,Released,Update,N,N,Y,N,Y,Y,Y,N,N,No holders identified; archived to NHR.,Blue,Y
BR-0080162,2025-08-26,2025-08-25,CDS,BUL-CDS-266458,DEP-09000083,CDS Daily Bulletin,Convertible Debenture Conversion,,Final,G,Umbra Bio AG,S322454,5MRBMVCOT,KY5MRBMVCOT4,1SXD48L,Y,DSNet,895,N,N,Y,N,N,Released,New,N,N,N,N,N,Y,Y,N,N,Document package received from offeror.,Black,Y
BR-0080163,2025-09-03,2025-09-02,CDS,BUL-CDS-396166,DEP-09000083,CDS Daily Bulletin,Convertible Debenture Conversion,,Update,MWO,Umbra Bio AG,S322454,5MRBMVCOT,KY5MRBMVCOT4,1SXD48L,Y,REOR,894,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,Document package received from offeror.,Red,Y
BR-0080164,2025-08-31,2025-08-30,CDS,BUL-CDS-389271,DEP-09000083,CDS Daily Bulletin,Convertible Debenture Conversion,,Initial,MWO,Umbra Bio AG,S322454,5MRBMVCOT,KY5MRBMVCOT4,1SXD48L,Y,DSNet,900,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,No holders identified; archived to NHR.,Blue,N
BR-0080165,2025-11-28,2025-11-27,CDS,BUL-CDS-223085,DEP-09000084,CDS Daily Bulletin,Convertible Debenture Conversion,,Update,V,Zephyr Properties SE,S031501,E04ZI7CNK,CAE04ZI7CNK2,K9JK6VV,Y,DSNet,335,N,N,Y,N,N,Released,New,N,N,N,N,N,Y,Y,N,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Red,N
BR-0080166,2025-12-13,2025-12-12,CDS,BUL-CDS-802522,DEP-09000084,CDS Daily Bulletin,Convertible Debenture Conversion,,Initial,M,Zephyr Properties SE,S031501,E04ZI7CNK,CAE04ZI7CNK2,K9JK6VV,Y,REOR,339,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Black,Y
BR-0080167,2025-07-18,2025-07-17,Euroclear,BUL-Euroclear-925962,DEP-09000085,Euroclear Daily Notice,Late Tender Offer,,Update,,Pinewright Resources Ltd,S864645,MQ2KI9ZJP,CAMQ2KI9ZJP5,48RPB1J,Y,REOR,610,N,N,Y,N,N,Released,New,N,N,N,N,N,Y,Y,N,N,No holders identified; archived to NHR.,Black,N
BR-0080168,2025-07-30,2025-07-29,Euroclear,BUL-Euroclear-581139,DEP-09000085,Euroclear Daily Notice,Late Tender Offer,,Final,,Pinewright Resources Ltd,S864645,MQ2KI9ZJP,CAMQ2KI9ZJP5,48RPB1J,Y,Broadridge,613,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,,Blue,N
BR-0080169,2026-02-26,2026-02-25,I&TS,BUL-I&TS-348132,DEP-09000086,Email Attachment,Rights Offering,,Update,,Nightingale Holdings Corp,S275840,35WXE59IY,US35WXE59IY9,LWDBMVL,Y,Broadridge,3070,N,N,Y,N,N,Closed,New,N,Y,N,N,N,Y,Y,N,N,Document package received from offeror.,Green,N
BR-0080170,2026-03-03,2026-03-02,I&TS,BUL-I&TS-147144,DEP-09000086,Macro-Created Report,Rights Offering,,Initial,,Nightingale Holdings Corp,S275840,35WXE59IY,US35WXE59IY9,LWDBMVL,Y,REOR,3068,N,N,N,N,Y,Closed,Update,N,N,Y,N,N,Y,Y,N,N,Holder check confirms population.,Green,N
BR-0080171,2026-03-08,2026-03-07,I&TS,BUL-I&TS-520654,DEP-09000086,Excel Conversion,Rights Offering,,Update,,Nightingale Holdings Corp,S275840,35WXE59IY,US35WXE59IY9,LWDBMVL,Y,DSNet,3074,N,N,N,N,Y,Closed,Update,N,N,Y,N,N,Y,Y,N,N,Update reflects revised expiry from depository.,Green,Y
BR-0080172,2026-02-28,2026-02-27,Euroclear,BUL-Euroclear-564628,DEP-09000087,Euroclear Daily Notice,Warrant Exercise,,Update,,Doverpoint Logistics AG,S261918,2KJYFZQOM,GB2KJYFZQOM3,142DW4T,Y,Broadridge,37,N,N,Y,N,N,Closed,New,N,N,N,N,N,Y,Y,N,N,Holder check confirms population.,Black,N
BR-0080173,2026-03-10,2026-03-09,Euroclear,BUL-Euroclear-424813,DEP-09000087,Euroclear Daily Notice,Warrant Exercise,,Final,,Doverpoint Logistics AG,S261918,2KJYFZQOM,GB2KJYFZQOM3,142DW4T,Y,REOR,39,N,N,N,N,Y,Closed,Update,N,N,Y,N,N,Y,Y,N,N,Concurrent event flagged for procedure review.,Green,Y
BR-0080174,2026-03-12,2026-03-11,Euroclear,BUL-Euroclear-699870,DEP-09000087,Euroclear Daily Notice,Warrant Exercise,,Final,,Doverpoint Logistics AG,S261918,2KJYFZQOM,GB2KJYFZQOM3,142DW4T,Y,RCM,33,N,N,N,N,Y,Closed,Update,N,N,Y,N,N,Y,Y,N,N,Holder check confirms population.,Black,Y
BR-0080175,2025-12-02,2025-12-01,Euroclear,BUL-Euroclear-607410,DEP-09000088,Euroclear Daily Notice,Late Tender Offer,,Initial,,Oakhill Holdings Inc,S978684,TYPANCJY1,KYTYPANCJY18,D41JC9F,Y,DSNet,2151,N,N,Y,N,N,On Hold,New,N,N,N,N,N,Y,Y,N,N,Concurrent event flagged for procedure review.,Blue,N
BR-0080176,2025-12-10,2025-12-09,Euroclear,BUL-Euroclear-437618,DEP-09000088,Euroclear Daily Notice,Late Tender Offer,,Initial,,Oakhill Holdings Inc,S978684,TYPANCJY1,KYTYPANCJY18,D41JC9F,Y,DSNet,2151,N,N,N,N,Y,On Hold,Update,N,Y,Y,N,N,Y,Y,N,N,Update reflects revised expiry from depository.,Green,N
BR-0080177,2025-12-08,2025-12-07,Euroclear,BUL-Euroclear-740882,DEP-09000088,Euroclear Daily Notice,Late Tender Offer,,Initial,,Oakhill Holdings Inc,S978684,TYPANCJY1,KYTYPANCJY18,D41JC9F,Y,DSNet,2152,N,N,N,N,Y,On Hold,Update,N,N,Y,N,N,Y,Y,N,N,Update reflects revised expiry from depository.,Black,Y
BR-0080178,2026-01-17,2026-01-16,DTC,BUL-DTC-863225,DEP-09000089,RPA Updated with Position,Tender Offer,,Initial,,Harborlight Industries SE,S335197,PYSOTNDMF,CAPYSOTNDMF4,ZK4VM3S,Y,Broadridge,2194,N,N,Y,N,N,Closed,New,N,N,N,N,N,Y,Y,N,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Green,N
BR-0080179,2026-01-28,2026-01-27,DTC,BUL-DTC-625710,DEP-09000089,Declared Payable Redemptions,Tender Offer,,Update,,Harborlight Industries SE,S335197,PYSOTNDMF,CAPYSOTNDMF4,ZK4VM3S,Y,Broadridge,2196,N,N,N,N,Y,Closed,Update,N,N,Y,N,N,Y,Y,N,N,No holders identified; archived to NHR.,Green,N
BR-0080180,2026-01-25,2026-01-24,DTC,BUL-DTC-933582,DEP-09000089,RPA Create with Position,Tender Offer,,Final,,Harborlight Industries SE,S335197,PYSOTNDMF,CAPYSOTNDMF4,ZK4VM3S,Y,Broadridge,2189,N,N,N,N,Y,Closed,Update,N,N,Y,N,Y,Y,Y,N,N,,Red,Y
BR-0080181,2025-09-03,2025-09-02,Euroclear,BUL-Euroclear-519338,DEP-09000090,Euroclear Daily Notice,Mini-Tender,,Update,,Tideline Logistics Corp,S720083,HR2OM8YYL,KYHR2OM8YYL3,CD54LZ7,Y,REOR,3317,N,N,Y,N,N,On Hold,New,N,N,N,N,N,Y,Y,N,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Red,Y
BR-0080182,2025-07-13,2025-07-12,CDS,BUL-CDS-723241,DEP-09000091,CDS Daily Bulletin,Early Tender Offer,,Update,MWO,Umbra Trust SA,S174849,CR079L3BG,USCR079L3BG2,3XG1LYJ,Y,RCM,473,N,N,Y,N,N,Closed,New,N,N,N,N,N,Y,Y,N,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Black,Y
BR-0080183,2025-07-25,2025-07-24,CDS,BUL-CDS-520454,DEP-09000091,CDS Daily Bulletin,Early Tender Offer,,Final,MWO,Umbra Trust SA,S174849,CR079L3BG,USCR079L3BG2,3XG1LYJ,Y,REOR,471,N,N,N,N,Y,Closed,Update,N,N,Y,N,N,Y,Y,N,N,Concurrent event flagged for procedure review.,Red,Y
BR-0080184,2025-07-27,2025-07-26,CDS,BUL-CDS-646361,DEP-09000091,CDS Daily Bulletin,Early Tender Offer,,Final,V,Umbra Trust SA,S174849,CR079L3BG,USCR079L3BG2,3XG1LYJ,Y,Broadridge,478,N,N,N,N,Y,Closed,Update,N,N,Y,N,N,Y,Y,N,N,Update reflects revised expiry from depository.,Black,Y
BR-0080185,2026-03-22,2026-03-21,DTC,BUL-DTC-411238,DEP-09000092,Declared Payable Redemptions,Tender Offer,,Final,,Northstar Media NV,S642053,I8OXWXTJA,KYI8OXWXTJA5,6B6RXVC,Y,Broadridge,1021,N,N,N,N,N,Cancelled,New,N,N,N,N,N,Y,Y,Y,N,Document package received from offeror.,Black,N
BR-0080186,2025-06-13,2025-06-12,DTC,BUL-DTC-260295,DEP-09000093,RPA Updated with Position,Monthly Redemption Privilege,,Update,,Quartz Peak Media NV,S503775,IPUFV2XFR,CAIPUFV2XFR3,X99T708,Y,REOR,2305,N,N,Y,N,N,Released,New,N,N,N,N,N,Y,Y,N,N,No holders identified; archived to NHR.,Blue,Y
BR-0080187,2025-10-30,2025-10-29,Euroclear,BUL-Euroclear-893037,DEP-09000094,Euroclear Daily Notice,Rights Offering,,Initial,,Northstar Logistics plc,S640953,TTW7S0P9S,GBTTW7S0P9S4,SNPTBTJ,Y,REOR,2715,N,N,Y,N,N,Closed,New,N,N,N,N,N,Y,Y,N,N,Concurrent event flagged for procedure review.,Black,N
BR-0080188,2026-03-06,2026-03-05,DTC,BUL-DTC-838458,DEP-09000095,Declared Payable Redemptions,Consent Solicitation,,Final,,Verdant Media Ltd,S455142,RQ0P0VNVB,KYRQ0P0VNVB2,B73FSMJ,Y,RCM,2038,N,N,Y,N,N,Pending,New,N,N,N,N,N,Y,Y,N,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Green,Y
BR-0080189,2026-03-15,2026-03-14,DTC,BUL-DTC-320765,DEP-09000095,RPA Create with Position,Consent Solicitation,,Final,,Verdant Media Ltd,S455142,RQ0P0VNVB,KYRQ0P0VNVB2,B73FSMJ,Y,DSNet,2036,N,N,N,N,Y,Pending,Update,N,N,Y,N,N,Y,Y,N,N,Update reflects revised expiry from depository.,Green,N
BR-0080190,2026-03-17,2026-03-16,DTC,BUL-DTC-181932,DEP-09000095,RPA Create with Position,Consent Solicitation,,Final,,Verdant Media Ltd,S455142,RQ0P0VNVB,KYRQ0P0VNVB2,B73FSMJ,Y,Broadridge,2041,N,N,N,N,Y,Pending,Update,N,N,Y,N,N,Y,Y,N,N,No holders identified; archived to NHR.,Green,N
BR-0080191,2025-10-22,2025-10-21,Euroclear,BUL-Euroclear-314489,DEP-09000096,Euroclear Daily Notice,Monthly Redemption Privilege,,Update,,Cedarwood Capital plc,S661755,HLG2LMOD7,KYHLG2LMOD70,496B7H2,Y,REOR,2374,N,N,Y,N,N,Released,New,N,N,N,N,N,Y,Y,N,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Blue,Y
BR-0080192,2025-11-05,2025-11-04,Euroclear,BUL-Euroclear-490745,DEP-09000096,Euroclear Daily Notice,Monthly Redemption Privilege,,Update,,Cedarwood Capital plc,S661755,HLG2LMOD7,KYHLG2LMOD70,496B7H2,Y,Broadridge,2370,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,Update reflects revised expiry from depository.,Black,N
BR-0080193,2025-11-01,2025-10-31,Euroclear,BUL-Euroclear-358993,DEP-09000096,Euroclear Daily Notice,Monthly Redemption Privilege,,Update,,Cedarwood Capital plc,S661755,HLG2LMOD7,KYHLG2LMOD70,496B7H2,Y,REOR,2374,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,Document package received from offeror.,Black,Y
BR-0080194,2026-05-08,2026-05-07,DTC,BUL-DTC-495820,DEP-09000097,RPA Create with Position,Early Tender Offer,,Initial,,Riverstone Resources Ltd,S441428,EH73XTNRT,KYEH73XTNRT1,8Y4JRM7,Y,Broadridge,1476,N,N,Y,N,N,Released,New,N,N,N,N,N,Y,Y,N,N,Document package received from offeror.,Red,N
BR-0080195,2026-05-19,2026-05-18,DTC,BUL-DTC-888150,DEP-09000097,RPA Create with Position,Early Tender Offer,,Final,,Riverstone Resources Ltd,S441428,EH73XTNRT,KYEH73XTNRT1,8Y4JRM7,Y,Broadridge,1479,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,Update reflects revised expiry from depository.,Green,Y
BR-0080196,2025-12-17,2025-12-16,I&TS,BUL-I&TS-391444,DEP-09000098,PDF Binder,Monthly Redemption Privilege,,Update,,Zephyr Mining Corp,S806053,K5PVFQKP8,CAK5PVFQKP88,609DWS0,Y,DSNet,1192,N,N,Y,N,N,Closed,New,N,Y,N,N,N,Y,Y,N,N,Holder check confirms population.,Blue,Y
BR-0080197,2025-12-30,2025-12-29,I&TS,BUL-I&TS-269437,DEP-09000098,Macro-Created Report,Monthly Redemption Privilege,,Initial,,Zephyr Mining Corp,S806053,K5PVFQKP8,CAK5PVFQKP88,609DWS0,Y,DSNet,1191,N,N,N,N,Y,Closed,Update,N,N,Y,N,N,Y,Y,N,N,No holders identified; archived to NHR.,Blue,N
BR-0080198,2025-09-16,2025-09-15,CDS,BUL-CDS-117708,DEP-09000099,CDS Daily Bulletin,Annual Redemption Privilege,,Final,M,Kestrel Resources plc,S643872,SIDDRYO1O,GBSIDDRYO1O5,LS4NBYF,Y,RCM,234,N,N,Y,N,N,Closed,New,N,N,N,N,N,Y,Y,N,N,Document package received from offeror.,Green,Y
BR-0080199,2026-03-31,2026-03-30,DTC,BUL-DTC-570615,DEP-09000100,Declared Payable Redemptions,Exchange Offer,,Final,,Zephyr Resources NV,S793154,GKHRT44H6,BMGKHRT44H63,NB5NXXY,Y,REOR,1219,N,N,Y,N,N,Pending,New,N,N,N,N,Y,Y,Y,Y,Y,Update reflects revised expiry from depository.,Black,N
BR-0080200,2026-04-11,2026-04-10,DTC,BUL-DTC-206294,DEP-09000100,RPA Create with Position,Exchange Offer,,Initial,,Zephyr Resources NV,S793154,GKHRT44H6,BMGKHRT44H63,NB5NXXY,Y,Broadridge,1217,N,N,N,N,Y,Pending,Update,N,N,Y,N,N,Y,Y,N,N,Update reflects revised expiry from depository.,Green,Y
BR-0080201,2026-05-11,2026-05-10,CDS,BUL-CDS-829844,DEP-09000101,CDS Daily Bulletin,Annual Redemption Privilege,,Final,V,Nightingale Communications NV,S907871,PR3TT2SBJ,KYPR3TT2SBJ1,X5RGJTW,Y,DSNet,1111,N,N,Y,N,N,Pending,New,N,Y,N,N,N,Y,Y,N,N,No holders identified; archived to NHR.,Green,Y
BR-0080202,2026-02-23,2026-02-22,I&TS,BUL-I&TS-684237,DEP-09000102,Macro-Created Report,Annual Redemption Privilege,,Final,,Kestrel Industries NV,S904578,LW843F2IV,KYLW843F2IV3,DQ7SHD8,Y,REOR,1316,N,N,Y,N,N,Released,New,N,N,N,N,N,Y,Y,N,N,Document package received from offeror.,Red,N
BR-0080203,2026-03-05,2026-03-04,I&TS,BUL-I&TS-601725,DEP-09000102,PDF Binder,Annual Redemption Privilege,,Initial,,Kestrel Industries NV,S904578,LW843F2IV,KYLW843F2IV3,DQ7SHD8,Y,RCM,1314,N,N,N,N,Y,Released,Update,N,Y,Y,N,N,Y,Y,N,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Red,N
BR-0080204,2026-03-05,2026-03-04,I&TS,BUL-I&TS-718596,DEP-09000102,Excel Conversion,Annual Redemption Privilege,,Final,,Kestrel Industries NV,S904578,LW843F2IV,KYLW843F2IV3,DQ7SHD8,Y,RCM,1311,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,Concurrent event flagged for procedure review.,Black,N
BR-0080205,2025-07-10,2025-07-09,Euroclear,BUL-Euroclear-971748,DEP-09000103,Euroclear Daily Notice,Warrant Exercise,,Initial,,Umbra Energy AG,S843399,BR0KI3125,KYBR0KI31252,2318X2N,Y,DSNet,1477,N,N,Y,N,N,Released,New,N,N,N,N,N,Y,Y,N,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Black,N
BR-0080206,2025-09-11,2025-09-10,CDS,BUL-CDS-972890,DEP-09000104,CDS Daily Bulletin,Rights Offering,,Initial,M,Meadowfield Pharmaceuticals Ltd,S260312,K0PMUJVWY,GBK0PMUJVWY3,L99Z9JZ,Y,Broadridge,743,N,N,Y,N,N,Closed,New,N,N,N,N,N,Y,Y,N,N,Concurrent event flagged for procedure review.,Black,Y
BR-0080207,2025-06-02,2025-06-01,Euroclear,BUL-Euroclear-565289,DEP-09000105,Euroclear Daily Notice,Consent Exchange Offer,,Initial,,Tideline Bank plc,S815467,H5VJV2PUJ,USH5VJV2PUJ7,FZR8P1K,Y,DSNet,1837,N,N,N,N,N,Cancelled,New,N,N,N,N,N,Y,Y,N,N,Document package received from offeror.,Green,Y
BR-0080208,2026-04-20,2026-04-19,CDS,BUL-CDS-726477,DEP-09000106,CDS Daily Bulletin,Rights Offering,,Final,MWO,Kestrel Logistics NV,S214022,MF92A6Y9H,GBMF92A6Y9H3,NDPV2HB,Y,REOR,83,N,N,Y,N,N,Released,New,N,N,N,N,N,Y,Y,N,N,No holders identified; archived to NHR.,Green,N
BR-0080209,2026-04-21,2026-04-20,CDS,BUL-CDS-345702,DEP-09000106,CDS Daily Bulletin,Rights Offering,,Update,M,Kestrel Logistics NV,S214022,MF92A6Y9H,GBMF92A6Y9H3,NDPV2HB,Y,DSNet,88,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Red,N
BR-0080210,2026-04-23,2026-04-22,CDS,BUL-CDS-109799,DEP-09000106,CDS Daily Bulletin,Rights Offering,,Update,M,Kestrel Logistics NV,S214022,MF92A6Y9H,GBMF92A6Y9H3,NDPV2HB,Y,Broadridge,80,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,Update reflects revised expiry from depository.,Red,Y
BR-0080211,2025-10-28,2025-10-27,I&TS,BUL-I&TS-721784,DEP-09000107,Email Attachment,Tender Offer,,Update,,Harborlight Aerospace Inc,S271586,ZM2NGCQVP,CAZM2NGCQVP3,V7VJ9MQ,Y,DSNet,1678,N,N,Y,N,N,Released,New,N,N,N,N,N,Y,Y,N,N,No holders identified; archived to NHR.,Green,N
BR-0080212,2025-11-05,2025-11-04,I&TS,BUL-I&TS-310643,DEP-09000107,Excel Conversion,Tender Offer,,Update,,Harborlight Aerospace Inc,S271586,ZM2NGCQVP,CAZM2NGCQVP3,V7VJ9MQ,Y,RCM,1680,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,No holders identified; archived to NHR.,Blue,N
BR-0080213,2025-10-08,2025-10-07,Euroclear,BUL-Euroclear-606722,DEP-09000108,Euroclear Daily Notice,Tender Offer,,Final,,Tideline Capital SA,S218466,80QXORTIR,KY80QXORTIR7,0FC9LTL,Y,REOR,579,N,N,Y,N,N,Released,New,N,N,N,N,N,Y,Y,N,N,Cross-depo discrepancy; using bulk-of-holdings expiry.,Black,Y
BR-0080214,2025-10-12,2025-10-11,Euroclear,BUL-Euroclear-554306,DEP-09000108,Euroclear Daily Notice,Tender Offer,,Final,,Tideline Capital SA,S218466,80QXORTIR,KY80QXORTIR7,0FC9LTL,Y,Broadridge,578,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,Holder check confirms population.,Green,Y
BR-0080215,2026-05-12,2026-05-11,Euroclear,BUL-Euroclear-904940,DEP-09000109,Euroclear Daily Notice,Late Tender Offer,,Initial,,Westmark Communications Inc,S571551,VXFZTXI76,CAVXFZTXI763,G6W6ZBW,Y,RCM,2201,N,N,Y,N,N,Released,New,N,N,N,N,N,Y,Y,N,N,Holder check confirms population.,Green,N
BR-0080216,2025-10-08,2025-10-07,I&TS,BUL-I&TS-714308,DEP-09000110,Excel Conversion,Annual Redemption Privilege,,Initial,,Meadowfield Holdings AG,S671081,9DNRRNDAK,BM9DNRRNDAK9,22W315Z,Y,Broadridge,3084,N,N,Y,N,N,Released,New,N,N,N,N,N,Y,Y,N,N,No holders identified; archived to NHR.,Blue,N
BR-0080217,2025-10-20,2025-10-19,I&TS,BUL-I&TS-921489,DEP-09000110,Email Attachment,Annual Redemption Privilege,,Initial,,Meadowfield Holdings AG,S671081,9DNRRNDAK,BM9DNRRNDAK9,22W315Z,Y,Broadridge,3082,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,Concurrent event flagged for procedure review.,Blue,Y
BR-0080218,2025-10-22,2025-10-21,I&TS,BUL-I&TS-574141,DEP-09000110,Macro-Created Report,Annual Redemption Privilege,,Initial,,Meadowfield Holdings AG,S671081,9DNRRNDAK,BM9DNRRNDAK9,22W315Z,Y,RCM,3089,N,N,N,N,Y,Released,Update,N,N,Y,N,N,Y,Y,N,N,Concurrent event flagged for procedure review.,Green,N
BR-0080219,2025-08-11,2025-08-10,CDS,BUL-CDS-811731,DEP-09000111,CDS Daily Bulletin,Consent Solicitation,,Initial,G,Umbra Technology SE,S970784,MD17LCOGJ,BMMD17LCOGJ6,2NZR91C,Y,Broadridge,1467,N,N,Y,N,N,Closed,New,N,N,N,N,N,Y,Y,N,N,,Red,N
