Critical Date Report ID,Report Date,Depository,Account Number,Event ID,CA ID,Event Reference,Security Name,Security Code,CUSIP,ISIN,Event Type,Sub Event Type,Expiry Date,Response Deadline,Check Expiry Date,In Voluntary Events Schedule Flag,VES Match Method,Duplicate Removed Flag,Odd Lot Offer Flag,Mandatory Event Flag,Remarks,Research Outcome,Added To VES Flag,Forwarded To Officer Flag,Final Disposition
CDR-0050174,2025-12-28,I&TS,,VES-030059,BNK-0600059,DEP-09000059,Meadowfield Holdings AG,S671081,9DNRRNDAK,BM9DNRRNDAK9,Cease Trade Notice,,2026-01-19,2026-01-17,2026-01-19,Y,CUSIP,N,N,N,Duplicate from prior report; removed.,Confirmed,N,Y,Closed
CDR-0050175,2025-12-28,I&TS,,VES-030081,BNK-0600081,DEP-09000081,Oakhill Bank AG,S689913,DXGC9J90G,BMDXGC9J90G0,Mini-Tender,,2026-01-06,2026-01-04,2026-01-06,N,,N,N,N,,,Y,Y,Awaiting Election
CDR-0050176,2025-12-28,I&TS,,VES-030024,BNK-0600024,DEP-09000024,Pinewright Industries plc,S073457,P7AMV17FX,KYP7AMV17FX7,Dutch Auction,,2026-01-13,2026-01-11,2026-01-13,Y,CUSIP,N,N,N,,Under Review,N,Y,Closed
CDR-0050177,2026-01-04,I&TS,,VES-030024,BNK-0600024,DEP-09000024,Pinewright Industries plc,S073457,P7AMV17FX,KYP7AMV17FX7,Dutch Auction,,2026-01-13,2026-01-11,2026-01-13,Y,Depo Event ID,N,N,N,Already in VES; monitoring only.,Under Review,N,Y,Awaiting Election
CDR-0050178,2026-01-04,CDS,,VES-030037,BNK-0600037,DEP-09000037,Doverpoint Properties Ltd,S927373,Z5NPKC098,BMZ5NPKC0981,Late Tender Offer,,2026-01-14,2026-01-12,2026-01-14,Y,ISIN,N,N,N,Within 15BD window; routed to Processing Officer.,Confirmed,N,Y,Awaiting Election
CDR-0050179,2026-01-04,Euroclear,,VES-030047,BNK-0600047,DEP-09000047,Larkspur Aerospace AG,S130331,JXIO6L01A,CAJXIO6L01A7,Warrant Redemption,,2026-01-22,2026-01-20,2026-01-22,N,,N,N,N,Duplicate from prior report; removed.,Confirmed,Y,Y,Closed
CDR-0050180,2026-01-04,CDS,,VES-030065,BNK-0600065,DEP-09000065,Meadowfield Logistics plc,S589485,N0BIMVE3K,BMN0BIMVE3K4,Warrant Exercise,,2026-01-06,2026-01-04,2026-01-06,Y,Depo Event ID,N,N,N,Newly identified; added to VES.,Resolved,N,Y,Awaiting Documentation
CDR-0050181,2026-01-11,I&TS,,VES-030098,BNK-0600098,DEP-09000098,Zephyr Mining Corp,S806053,K5PVFQKP8,CAK5PVFQKP88,Monthly Redemption Privilege,,2026-01-27,2026-01-25,2026-01-27,Y,Manual,N,N,N,Within 15BD window; routed to Processing Officer.,Under Review,N,Y,Closed
CDR-0050182,2026-01-11,Euroclear,,VES-030062,BNK-0600062,DEP-09000062,Cedarwood Logistics Ltd,S427498,4K56TL7AF,CA4K56TL7AF0,Late Tender Offer,,2026-01-27,2026-01-25,2026-01-27,N,,N,N,N,Already in VES; monitoring only.,,Y,Y,Awaiting Documentation
CDR-0050183,2026-01-11,Euroclear,,VES-030047,BNK-0600047,DEP-09000047,Larkspur Aerospace AG,S130331,JXIO6L01A,CAJXIO6L01A7,Warrant Redemption,,2026-01-22,2026-01-20,2026-01-22,Y,ISIN,N,N,N,Within 15BD window; routed to Processing Officer.,Resolved,N,Y,Awaiting Election
CDR-0050184,2026-01-11,I&TS,,VES-030024,BNK-0600024,DEP-09000024,Pinewright Industries plc,S073457,P7AMV17FX,KYP7AMV17FX7,Dutch Auction,,2026-01-13,2026-01-11,2026-01-13,Y,CUSIP,N,N,N,Newly identified; added to VES.,Confirmed,N,Y,Closed
CDR-0050185,2026-01-11,I&TS,,VES-030059,BNK-0600059,DEP-09000059,Meadowfield Holdings AG,S671081,9DNRRNDAK,BM9DNRRNDAK9,Cease Trade Notice,,2026-01-19,2026-01-17,2026-01-19,Y,CUSIP,N,N,N,Duplicate from prior report; removed.,,N,Y,Monitored
CDR-0050186,2026-01-18,DTC,ACCT-487459,VES-030038,BNK-0600038,DEP-09000038,Harborlight Industries SE,S335197,PYSOTNDMF,CAPYSOTNDMF4,Warrant Redemption,,2026-01-27,2026-01-25,2026-01-27,N,,N,N,N,Newly identified; added to VES.,Under Review,Y,Y,Awaiting Election
CDR-0050187,2026-01-18,Euroclear,,VES-030062,BNK-0600062,DEP-09000062,Cedarwood Logistics Ltd,S427498,4K56TL7AF,CA4K56TL7AF0,Late Tender Offer,,2026-01-27,2026-01-25,2026-01-27,N,,N,N,N,Within 15BD window; routed to Processing Officer.,Resolved,Y,Y,Awaiting Documentation
CDR-0050188,2026-01-18,Euroclear,,VES-030047,BNK-0600047,DEP-09000047,Larkspur Aerospace AG,S130331,JXIO6L01A,CAJXIO6L01A7,Warrant Redemption,,2026-01-22,2026-01-20,2026-01-22,Y,Depo Event ID,N,N,N,,Resolved,N,Y,Closed
CDR-0050189,2026-01-18,I&TS,,VES-030098,BNK-0600098,DEP-09000098,Zephyr Mining Corp,S806053,K5PVFQKP8,CAK5PVFQKP88,Monthly Redemption Privilege,,2026-01-27,2026-01-25,2026-01-27,Y,Manual,N,N,N,Within 15BD window; routed to Processing Officer.,Resolved,N,Y,Awaiting Election
CDR-0050190,2026-01-18,I&TS,,VES-030064,BNK-0600064,DEP-09000064,Ironbridge Trust NV,S385221,BMK2E1CAW,BMBMK2E1CAW1,Convertible Debenture Conversion,,2026-02-07,2026-02-05,2026-02-07,Y,ISIN,N,N,N,Multi-depository; using bulk-of-holdings expiry.,Confirmed,N,Y,Monitored
CDR-0050191,2026-01-18,I&TS,,VES-030059,BNK-0600059,DEP-09000059,Meadowfield Holdings AG,S671081,9DNRRNDAK,BM9DNRRNDAK9,Cease Trade Notice,,2026-01-19,2026-01-17,2026-01-19,N,,N,N,N,Multi-depository; using bulk-of-holdings expiry.,,Y,Y,Monitored
CDR-0050192,2026-01-18,DTC,ACCT-443104,VES-030089,BNK-0600089,DEP-09000089,Harborlight Industries SE,S335197,PYSOTNDMF,CAPYSOTNDMF4,Tender Offer,,2026-02-07,2026-02-05,2026-02-07,Y,Manual,N,N,N,Newly identified; added to VES.,Confirmed,N,Y,Awaiting Documentation
CDR-0050193,2026-01-25,CDS,,VES-030014,BNK-0600014,DEP-09000014,Riverstone Mining SA,S064793,WWNQC46JT,USWWNQC46JT9,Tender Offer,,2026-02-13,2026-02-11,2026-02-13,Y,Depo Event ID,N,N,N,Within 15BD window; routed to Processing Officer.,,N,Y,Awaiting Documentation
CDR-0050194,2026-01-25,DTC,ACCT-732860,VES-030038,BNK-0600038,DEP-09000038,Harborlight Industries SE,S335197,PYSOTNDMF,CAPYSOTNDMF4,Warrant Redemption,,2026-01-27,2026-01-25,2026-01-27,Y,Depo Event ID,Y,N,N,Already in VES; monitoring only.,Confirmed,N,N,Monitored
CDR-0050195,2026-01-25,I&TS,,VES-030070,BNK-0600070,DEP-09000070,Westmark Capital AG,S327353,6LXRQUAZG,CA6LXRQUAZG3,Cease Trade Notice,,2026-02-13,2026-02-11,2026-02-13,Y,ISIN,N,N,N,Newly identified; added to VES.,Under Review,N,Y,Awaiting Election
CDR-0050196,2026-01-25,DTC,ACCT-199333,VES-030089,BNK-0600089,DEP-09000089,Harborlight Industries SE,S335197,PYSOTNDMF,CAPYSOTNDMF4,Tender Offer,,2026-02-07,2026-02-05,2026-02-07,Y,Manual,N,N,N,Already in VES; monitoring only.,Confirmed,N,Y,Awaiting Documentation
CDR-0050197,2026-01-25,I&TS,,VES-030098,BNK-0600098,DEP-09000098,Zephyr Mining Corp,S806053,K5PVFQKP8,CAK5PVFQKP88,Monthly Redemption Privilege,,2026-01-27,2026-01-25,2026-01-27,N,,N,N,N,Newly identified; added to VES.,Resolved,Y,Y,Monitored
CDR-0050198,2026-01-25,I&TS,,VES-030064,BNK-0600064,DEP-09000064,Ironbridge Trust NV,S385221,BMK2E1CAW,BMBMK2E1CAW1,Convertible Debenture Conversion,,2026-02-07,2026-02-05,2026-02-07,N,,N,N,N,Multi-depository; using bulk-of-holdings expiry.,Resolved,Y,Y,Closed
CDR-0050199,2026-01-25,Euroclear,,VES-030050,BNK-0600050,DEP-09000050,Evergreen Holdings Ltd,S623726,J38QTE4MI,BMJ38QTE4MI3,Consent Exchange Offer,,2026-02-16,2026-02-14,2026-02-16,Y,ISIN,N,N,N,Multi-depository; using bulk-of-holdings expiry.,Under Review,N,Y,Awaiting Election
CDR-0050200,2026-02-01,I&TS,,VES-030070,BNK-0600070,DEP-09000070,Westmark Capital AG,S327353,6LXRQUAZG,CA6LXRQUAZG3,Cease Trade Notice,,2026-02-13,2026-02-11,2026-02-13,N,,N,N,N,Newly identified; added to VES.,Confirmed,Y,Y,Awaiting Election
CDR-0050201,2026-02-01,DTC,ACCT-396359,VES-030089,BNK-0600089,DEP-09000089,Harborlight Industries SE,S335197,PYSOTNDMF,CAPYSOTNDMF4,Tender Offer,,2026-02-07,2026-02-05,2026-02-07,Y,CUSIP,N,N,N,Newly identified; added to VES.,Confirmed,N,Y,Awaiting Documentation
CDR-0050202,2026-02-01,I&TS,,VES-030064,BNK-0600064,DEP-09000064,Ironbridge Trust NV,S385221,BMK2E1CAW,BMBMK2E1CAW1,Convertible Debenture Conversion,,2026-02-07,2026-02-05,2026-02-07,N,,N,N,N,,Resolved,Y,Y,Awaiting Documentation
CDR-0050203,2026-02-01,DTC,ACCT-877207,VES-030049,BNK-0600049,DEP-09000049,Zephyr Communications plc,S519946,NOS5NV2EQ,USNOS5NV2EQ2,Dutch Auction,,2026-02-21,2026-02-19,2026-02-21,Y,CUSIP,N,N,N,Within 15BD window; routed to Processing Officer.,Resolved,N,Y,Closed
CDR-0050204,2026-02-08,I&TS,,VES-030070,BNK-0600070,DEP-09000070,Westmark Capital AG,S327353,6LXRQUAZG,CA6LXRQUAZG3,Cease Trade Notice,,2026-02-13,2026-02-11,2026-02-13,Y,Manual,N,N,N,,Resolved,N,Y,Monitored
CDR-0050205,2026-02-08,Euroclear,,VES-030050,BNK-0600050,DEP-09000050,Evergreen Holdings Ltd,S623726,J38QTE4MI,BMJ38QTE4MI3,Consent Exchange Offer,,2026-02-16,2026-02-14,2026-02-16,Y,Depo Event ID,N,N,N,Already in VES; monitoring only.,Under Review,N,Y,Monitored
CDR-0050206,2026-02-08,Euroclear,,VES-030149,BNK-0600149,DEP-09000149,Verdant Resources Ltd,S932609,LD5IW7BC9,GBLD5IW7BC93,Dutch Auction,,2026-03-02,2026-02-28,2026-03-02,Y,ISIN,N,N,N,,Confirmed,N,Y,Awaiting Documentation
CDR-0050207,2026-02-08,CDS,,VES-030014,BNK-0600014,DEP-09000014,Riverstone Mining SA,S064793,WWNQC46JT,USWWNQC46JT9,Tender Offer,,2026-02-13,2026-02-11,2026-02-13,Y,Manual,N,N,N,Newly identified; added to VES.,Resolved,N,Y,Monitored
CDR-0050208,2026-02-08,DTC,ACCT-175235,VES-030049,BNK-0600049,DEP-09000049,Zephyr Communications plc,S519946,NOS5NV2EQ,USNOS5NV2EQ2,Dutch Auction,,2026-02-21,2026-02-19,2026-02-21,Y,CUSIP,N,N,N,Within 15BD window; routed to Processing Officer.,Resolved,N,Y,Awaiting Documentation
CDR-0050209,2026-02-15,Euroclear,,VES-030149,BNK-0600149,DEP-09000149,Verdant Resources Ltd,S932609,LD5IW7BC9,GBLD5IW7BC93,Dutch Auction,,2026-03-02,2026-02-28,2026-03-02,Y,CUSIP,N,N,N,Multi-depository; using bulk-of-holdings expiry.,Under Review,N,Y,Awaiting Documentation
CDR-0050210,2026-02-15,DTC,ACCT-467719,VES-030049,BNK-0600049,DEP-09000049,Zephyr Communications plc,S519946,NOS5NV2EQ,USNOS5NV2EQ2,Dutch Auction,,2026-02-21,2026-02-19,2026-02-21,Y,ISIN,N,N,N,,Under Review,N,Y,Awaiting Election
CDR-0050211,2026-02-15,Euroclear,,VES-030050,BNK-0600050,DEP-09000050,Evergreen Holdings Ltd,S623726,J38QTE4MI,BMJ38QTE4MI3,Consent Exchange Offer,,2026-02-16,2026-02-14,2026-02-16,Y,Manual,N,N,N,Newly identified; added to VES.,Confirmed,N,Y,Monitored
CDR-0050212,2026-02-22,DTC,ACCT-229873,VES-030138,BNK-0600138,DEP-09000138,Ironbridge Bio AG,S037639,RBSOBVMN5,KYRBSOBVMN59,Warrant Redemption,,2026-03-14,2026-03-12,2026-03-14,Y,Manual,N,N,N,Within 15BD window; routed to Processing Officer.,Under Review,N,Y,Closed
CDR-0050213,2026-02-22,DTC,ACCT-511020,VES-030036,BNK-0600036,DEP-09000036,Westmark Industries Corp,S639716,YAS8DLQQ7,KYYAS8DLQQ77,Mini-Tender,,2026-03-11,2026-03-09,2026-03-11,Y,Depo Event ID,N,N,N,Newly identified; added to VES.,Under Review,N,Y,Closed
CDR-0050214,2026-02-22,I&TS,,VES-030066,BNK-0600066,DEP-09000066,Harborlight Capital NV,S957888,6RXNT96UV,GB6RXNT96UV4,Warrant Redemption,,2026-03-12,2026-03-10,2026-03-12,Y,ISIN,N,N,N,Already in VES; monitoring only.,,N,Y,Awaiting Election
CDR-0050215,2026-03-01,Euroclear,,VES-030056,BNK-0600056,DEP-09000056,Northstar Logistics plc,S640953,TTW7S0P9S,GBTTW7S0P9S4,Consent Solicitation,,2026-03-21,2026-03-19,2026-03-21,N,,N,N,N,Within 15BD window; routed to Processing Officer.,Confirmed,Y,Y,Closed
CDR-0050216,2026-03-01,DTC,ACCT-533979,VES-030138,BNK-0600138,DEP-09000138,Ironbridge Bio AG,S037639,RBSOBVMN5,KYRBSOBVMN59,Warrant Redemption,,2026-03-14,2026-03-12,2026-03-14,Y,Manual,N,N,N,,Resolved,N,Y,Monitored
CDR-0050217,2026-03-01,Euroclear,,VES-030149,BNK-0600149,DEP-09000149,Verdant Resources Ltd,S932609,LD5IW7BC9,GBLD5IW7BC93,Dutch Auction,,2026-03-02,2026-02-28,2026-03-02,N,,N,N,N,Within 15BD window; routed to Processing Officer.,,Y,Y,Awaiting Documentation
CDR-0050218,2026-03-01,DTC,ACCT-329108,VES-030036,BNK-0600036,DEP-09000036,Westmark Industries Corp,S639716,YAS8DLQQ7,KYYAS8DLQQ77,Mini-Tender,,2026-03-11,2026-03-09,2026-03-11,Y,ISIN,N,N,N,Within 15BD window; routed to Processing Officer.,Resolved,N,Y,Closed
CDR-0050219,2026-03-01,DTC,ACCT-329545,VES-030115,BNK-0600115,DEP-09000115,Kestrel Industries NV,S904578,LW843F2IV,KYLW843F2IV3,Tender Offer,,2026-03-20,2026-03-18,2026-03-20,Y,Depo Event ID,Y,N,N,,,N,N,Awaiting Documentation
CDR-0050220,2026-03-01,Euroclear,,VES-030039,BNK-0600039,DEP-09000039,Kestrel Industries NV,S904578,LW843F2IV,KYLW843F2IV3,Odd Lot Offer,,2026-03-21,2026-03-19,2026-03-21,Y,Depo Event ID,N,Y,N,Already in VES; monitoring only.,Confirmed,N,Y,Closed
CDR-0050221,2026-03-01,I&TS,,VES-030066,BNK-0600066,DEP-09000066,Harborlight Capital NV,S957888,6RXNT96UV,GB6RXNT96UV4,Warrant Redemption,,2026-03-12,2026-03-10,2026-03-12,Y,CUSIP,N,N,N,Within 15BD window; routed to Processing Officer.,Confirmed,N,Y,Closed
